id,name,anime_count,description
"6221","киберсекс","13","Киберсекс — это виртуальная сексуальная встреча, в ходе которой два или более человека, удаленно подключенные через компьютерную сеть, отправляют друг другу откровенно сексуальные сообщения, описывающие сексуальный опыт. В одной из форм этот фантазийный секс достигается тем, что участники описывают свои действия и реагируют на сообщения партнеров по чату преимущественно в письменной форме, предназначенной для стимулирования их собственных сексуальных чувств и фантазий."
"3964","кибертерроризм","28","С развитием компьютерных и интернет-технологий появилась новая форма терроризма — кибертерроризм, то есть манипулирование компьютерами и информацией цели, в частности через Интернет, с целью причинения физического, реального вреда или серьезного нарушения работы инфраструктуры. Часто используется в научно-фантастических историях."
"2180","киборг","257","Киборги — это люди, которые были частично или полностью захвачены кибернетическими или электрическими/механическими устройствами, которые либо контролируют их, либо остаются под их контролем. Термин происходит от «кибернетического организма», что буквально означает организм, содержащий как механические, так и органические компоненты."
"7079","Чехия","3","Чешская Республика, также известная как Чехия, — не имеющее выхода к морю национальное государство в Центральной Европе, граничащее с Германией на западе, Австрией на юге, Словакией на востоке и Польшей на северо-востоке. Это унитарная парламентская республика, столица и крупнейший город — Прага."
"4215","дайкайдзю","303","Буквально переводящееся как гигантский монстр, дайкайдзю — элемент, часто встречающийся в японских развлечениях. Хотя обычно он относится к жанру научной фантастики, он также часто используется в хорроре, фэнтези, меха и, в меньшей степени, комедии. Любой монстр, который возвышается над домом, технически подходит под определение дайкайдзю. В некоторых аниме, обычно меха, их дайкайдзю будут называть конкретным титулом."
"2864","повседневная жизнь","1507","Проделки главных героев происходят не в экзотической обстановке или времени, а в повседневной жизни. Повседневная жизнь — это в основном синоним всего нормального, повторяющегося и банального, что происходит с обычным человеком."
"3575","девица в беде","218","Девица в беде — обычно молодая, брачная женщина, помещенная злодеем или монстром в ужасное положение и требующая, чтобы герой пришел к ней на помощь. Часто используется, чтобы объединить актерский состав шоу ради этой цели, заставить их отложить разногласия и стать бандой накама. Примеры: Сакошита Янаги из «Rekka no Honoo», Юки Миака из «Fushigi Yuugi» или Хигураши Кагомэ из «Inuyasha»."
"362","танцы","88","Танец — это когда люди двигают своим телом под музыку. Существует много видов танца, таких как балет или вальс. Танцевать можно для удовольствия, но это также может быть искусством."
"4153","мрачный","84","Описывает общее настроение в этом аниме. Темные цвета, несчастливая, часто трагичная история, темное освещение, множество ночных сцен или постоянно темное небо и непрекращающийся дождь — все это способствует созданию такого настроения. Аниме часто может быть довольно депрессивным для просмотра."
"4084","мрачная атмосфера","86","Обычно метафорически. Иногда буквально. Временами и то, и другое! Обычно это означает, что история разворачивается в мрачной, жесткой среде — например, в разрушающемся городе. Часто персонажи просто делают то, что необходимо для выживания, с небольшими надеждами или вообще без надежд на то, что их жизнь может стать лучше. И часто персонажи могут чувствовать, что у них нет реального выбора в том, что... [ещё]"
"153","тёмный эльф","37",""
"2649","тёмное фэнтези","240","Акцент на более тёмных темах в сеттинге фэнтези, иногда с уклоном в элементы хоррора. Часто доминируют мрачные и пессимистичные тона. Тёмные сверхъестественные существа, такие как вампиры, могут играть значительную роль."
"5991","мрачное настроение","31","Похоже на «Мрачную атмосферу», но больше сосредоточено на самих персонажах, а не на обстановке. Мрачное настроение может легко возникнуть из-за мрачной атмосферы. Мрачное настроение — это больше, чем просто периодическое чувство злости или подавленности, это обычно постоянная черта характера, которая портит отношения персонажа с другими. Как бы оно ни возникло, по крайней мере один персонаж в этом аниме видит мало хорошего в мире или людях в нём."
"4812","тёмное прошлое","30","Давным-давно произошло что-то ужасное — например, убийство, предательство, изнасилование или катаклизм. Это могло случиться с персонажем или быть вызвано персонажем. Это может быть какое-то могущественное зло, которое было побеждено давным-давно. Что бы это ни было, это событие прошлого будет отзываться в сюжетной линии этой истории, обеспечивая мотивацию или опасность для главных героев."
"2895","темнокожая девушка","344","В аниме фигурирует девушка с тёмной кожей. Своего рода фетиш, поскольку другие главные герои обычно белокожи, как фарфоровые куклы."
"3694","дорогая мать на небесах","43","Форма почитания предков, когда люди взывают к своим предкам за помощью, советом и подобным в своей повседневной жизни, как в других культурах взывают к Богу, Иисусу, Деве Марии или различным святым. Почитание духов своих предков является неотъемлемой частью японской культуры."
"7706","игра на выживание","84",""
"3265","смерть ничего не стоит","80","Важные персонажи будут иметь ужасную тенденцию драматично умирать, но ни при каких обстоятельствах не останутся мёртвыми. Это имеет тенденцию обесценивать драматическую смерть персонажа до состояния, не более серьёзного, чем царапина, если переусердствовать."
"7989","обманная организация","1",""
"3278","обман","59",""
"4388","деконструкция","89","В контексте художественной литературы деконструкция — это акт взятия повествовательных приёмов и исследования их последствий в реальной жизни, обычно мрачными и циничными способами. Деконструкции часто раскрывают тёмные и ужасающие аспекты некоторых тем и элементов, которые периодически появляются в художественных произведениях."
"4394","поражение означает дружбу","127","В сериале, основанном на бесконечной череде поединков один на один, победа над Достойным противником или Соперником иногда обращает их на сторону героя, если не всегда на его дело."
"2896","лишение девственности","692","Лишение девственности — это акт разрыва девственной плевы у женщины, которая ещё не имела вагинального полового акта. Этот тег может применяться только к порнографическим аниме, в которых показывается, как у женщины лишают девственности; чаще всего можно понять, что она была девственницей, потому что во время секса или после него из её влагалища видна кровь, но её слова на этот счёт также считаются действительными."
"2568","божество","241","Некоторые религии говорят, что существует сверхъестественное существо по имени Бог. Другие религии говорят, что богов больше одного. Сверхъестественное существо также иногда называют божеством. Многие религии верят, что божество создало всё существующее. В большинстве религий считается, что бог бессмертен (не может умереть) и обладает силами, управляющими природой, далеко превосходящими силы людей."
"3975","отложенная трансляция 16:9","6","Это аниме было создано с соотношением сторон 16:9 (широкоэкранное), но его первоначальные японские телевизионные трансляции были обрезаны до 4:3 (полноэкранное). Через некоторое время (обычно через 2-4 недели) оно было повторно показано в формате 16:9. Примечание: Этот тег НЕ применяется к сериалам, созданным в 16:9, но транслировавшимся только в 4:3 и не доступным в 16:9 до выпуска на DVD/BD. Для них используйте «Трансляция обрезана до 4:3»."
"4308","отсроченная смерть","41","Финальная битва началась. Два противника сходятся, и один из них наносит другому серию могучих ударов, которые могли бы свалить гору. Но что это? Кажется, ничего не происходит! Именно тогда ваш противник говорит вам, что Вы Уже Мёртвы, прямо перед тем, как ваша голова взрывается, ваше тело разделяется на две части или вы распадаетесь на мелкую пыль. Если вам не повезёт, случится только одно из этого... [ещё]"
"2069","делинквент","210","Делинквенты — они есть в каждой школе, но не во всех аниме со школьной обстановкой делают делинквентов центральной темой. Существует несколько версий этих делинквентов, хотя некоторые основаны на недопонимании."
"4715","деменция","32","Серьёзное эмоциональное и умственное ухудшение органического или функционального происхождения, часто связанное с возрастом."
"2646","демон","789","В западном фольклоре демонов часто описывают как приспешников из ада, обычно известных тем, что нападают на людей и пожирают их плоть или вселяются в тела тех, у кого слабая душа. В восточном фольклоре, с другой стороны, они, как правило, являются сверхъестественными, часто, но не всегда, злонамеренными существами, которые могут быть скорее озорными, чем действительно злыми, или просто сверхъестественными духами без определённой направленности."
"4184","демон-собака","2",""
"3339","охота на демонов","25","В этом аниме демонов выслеживают и, вероятно, убивают."
"7640","мир демонов","51",""
"8081","Дания","1",""
"3955","ОПИСАНИЕ ОТСУТСТВУЕТ","1605","Описание для этой записи отсутствует. Например, сюжет, биография... Пожалуйста, помогите, добавив его, и удалите этот тег после этого. Спасибо."
"7090","ОПИСАНИЕ ТРЕБУЕТ УЛУЧШЕНИЯ","32","У этой записи плохое описание, и его нужно либо отредактировать для улучшения, либо заменить на более качественный вариант. Если вы можете, пожалуйста, вставьте достаточно хорошее описание или улучшите текущее и удалите этот тег. Спасибо."
"2629","пустыня","173","Место действия с огромным количеством песка, безжалостно высокими температурами и очень малым количеством воды."
"3316","отчаяние","60","Вовлекает персонажей, которые могут быть потеряны в негативной эмоциональной атмосфере, созданной чувствами безнадёжности и страдания."
"4227","детализированные пейзажи","418","Потрясающий вид природы, искусственно созданных ландшафтов (например, садов) или городского пейзажа."
"308","детектив","500","Детектив — это следователь, обычно либо сотрудник правоохранительных органов, либо частный детектив, задачей которого является раскрытие преступлений и других тайн, таких как исчезновения, путём изучения и оценки улик и записей, чтобы разгадать загадку; в случае преступления это означало бы раскрытие личности и/или местонахождения преступника."
"5244","детективное агентство","14",""
"5505","бог из машины","22","Когда история была закручена так дико, а сюжет заведён так глубоко, когда все ресурсы исчерпаны и линейная истина так гордо стоит в конце дороги, готовая привести бесконечное приключение к эпическому заключению... Сценаристы бьют вас по заднице и говорят: «К чёрту!! Внезапно... НЛО!!! Нет, погоди, Оборотни-НЛО!!! Бьюсь об заклад, вы этого не ожидали!»"
"6004","разработочный ад","87","Из-за непредвиденных обстоятельств производство или выпуск этого аниме были отложены, приостановлены или отменены один или несколько раз с момента первого анонса."
"3977","ориентированный на диалог","432","В шоу, ориентированном на диалог, история продвигается за счёт диалогов, действие имеет гораздо меньший приоритет, и оно сильно полагается на разговоры между персонажами."
"5609","дизельпанк","16","Дизельпанк — это жанр, сочетающий эстетику дизельных технологий межвоенного периода вплоть до 1950-х годов с ретрофутуристическими технологиями и постмодернистскими чувствами."
"5910","диета","28","Один или несколько персонажей в этом аниме садятся на диету, чтобы сбросить вес. Обычно женский персонал будет крайне расстроен тем, что его одежда больше не подходит или что идеальный вес превышен. Иронично, что часто объяснением является обычный рост. Поскольку диеты не работают, это становится комедийным элементом, с множеством нелепых попыток быстро похудеть."
"2900","дилдо - вибраторы","463","Это игрушки, которые используются для сексуального удовольствия."
"566","динозавр","43","Динозавры — это позвоночные животные, которые доминировали в наземных экосистемах более 160 миллионов лет, впервые появившись примерно 230 миллионов лет назад. В конце мелового периода, 66 миллионов лет назад, не-птичьи динозавры пострадали от катастрофического вымирания, которое положило конец их господству на суше. Таксономисты считают современных птиц прямыми потомками тероподовых динозавров."
"2874","катастрофа","670","Катастрофа — это крупномасштабная ситуация, которая причиняет большой ущерб или угрозу жизни, здоровью, имуществу, обществу или окружающей среде, независимо от её источника или причины. Катастрофы имеют существенные, долговременные негативные последствия, и для их устранения или смягчения необходимо приложить большие усилия."
"4033","прекращено","32","Сюжет этого аниме должен был продолжаться больше серий, но он был преждевременно прекращён до достижения конца. Как правило, мы можем разумно наблюдать, что шоу прекращено, только постфактум. Таким образом, этот тег не следует добавлять к аниме до тех пор, пока не пройдет не менее 5 лет с момента окончания трансляции аниме."
"4753","тревожный","118","Просмотр шоу может вызвать у зрителя неприятные чувства."
"3146","развод","25","Родители, изображённые в этом аниме, развелись, что обычно расстраивает жизнь их детей."
"4612","«Мечтают ли андроиды об электроовцах?»","165","Фраза подразумевает набор экзистенциальных вопросов: Мечтают ли искусственные существа (например, репликанты, биороботы или другие ИИ-конструкты), чувствуют ли они, есть ли у них душа? Если воспоминания можно имплантировать, что делает настоящие воспоминания реальными? И наоборот — что делает людей человечными? Что такое реальность?"
"6729","документальный","9","Документальный фильм традиционно определяется как неигровой фильм или сериал, предназначенный для изображения какого-либо аспекта реальности, в первую очередь с целью обучения, образования или сохранения исторической записи. Однако внутри художественного произведения он также может описывать вымышленные, внутришоу события в документальном стиле. Его не следует путать с мокьюментари, шоу, где вымышленные события... [ещё]"
"2761","вышибалы","19","Вышибалы — это любая из разновидностей игр, в которых игроки пытаются попасть мячом в игроков противоположной команды, избегая при этом попадания самим. Не пытайтесь повторить это дома, дети."
"2722","догги-стайл","834","Трахай её сзади и используй её сиськи как руль!"
"659","додзё","5",""
"587","кукла","36",""
"2461","домашняя кошка","112","Кошка — это маленькое, обычно пушистое, одомашненное и плотоядное млекопитающее, которое ценится людьми за общение и способность охотиться на грызунов и домашних вредителей. Кошки были связаны с людьми по крайней мере 9500 лет и являются самыми популярными домашними животными в мире. У них есть тела, приспособленные для убийства мелкой добычи, и они являются искусными хищниками, охотящимися на более чем 1000 видов ради пищи. Несмотря на то, что они такие... [ещё]"
"893","доминатриса","177","Доминатриса — это женщина, обычно платный профессионал, которая берёт на себя доминирующую роль в БДСМ-активностях. Доминатриса может быть любой сексуальной ориентации, что не обязательно ограничивает пол её подчинённых партнёров. Роль доминатрисы может даже не включать физическую боль по отношению к подчинённому; её доминирование может быть вербальным, включать унизительные задачи или служение. Общий термин для... [ещё]"
"861","двойник","3","Или «Doppelgänger» на немецком (букв. «двойной ходок»), относится к паранормальному, иногда призрачному двойнику живого человека."
"7614","двойной асседжоб","2","Двойной асседжоб — это непроникающий сексуальный акт, при котором пенис толкается, трётся или прижимается к ягодицам двух человек."
"3299","двойной фелляция","154","Двойной фелляция — это когда оральный секс совершается на пенис одновременно двумя людьми."
"2724","двойное проникновение","409","Двойное проникновение — это ситуация, в которой принимающий партнёр (обычно женщина) одновременно проникают во влагалище и анус двумя фаллосами (любая комбинация пенисов (включая футанари), страпонов и/или двусторонних дилдо; обычные дилдо, держащиеся в руке, не считаются). Комбинация влагалища/ануса + рта вместо этого является ситуацией «вертел», а не двойным проникновением. Тройное проникновение... [ещё]"
"6455","двусторонний дилдо","56","Обычный дилдо вводится рукой. Двусторонний дилдо вводится во влагалище проникающей девушки и удерживается там, чтобы она могла проникнуть в принимающую девушку так же, как это сделал бы мужчина. Не путать со страпон-дилдо."
"4207","додзинси","22","Термин используется для обозначения любительских самоизданных работ, включая, но не ограничиваясь, мангой, новеллами, фан-гайдами, сборниками иллюстраций, музыкой и видеоиграми. Некоторые профессиональные художники участвуют в этом как способ публикации материалов вне обычной издательской индустрии."
"3850","печальный конец","14","Финал, который заканчивает историю так, что обычно это действительно несчастно и трагично или аналогично низкоуровневый или несчастливый конец для обычно «счастливого» сериала. Жестокие примеры того, как этот конец происходит, — это смерть всех главных персонажей или победа «плохого парня» таким образом, что в конце не видно и намёка на счастье."
"2355","дракон","307","Очень разумные мифические существа — нечто среднее между очень большой ящерицей и динозавром — которые изрыгают огонь и имеют склонность похищать девиц, тем самым причиняя им страдания."
"6713","драконочеловек","6","Драконочеловеки — это рептилоидные полулюди, часто считающиеся потомками или родственниками драконов. Драконочеловеки обычно частично покрыты чешуёй, которая, как правило, очень прочна и часто способна выдерживать режущее оружие или даже отражать снаряды, а также могут иметь хвост и пару крыльев."
"3647","кардинальные изменения в сиквеле","17","Это аниме сильно отличается по жанру и/или общему настроению от своего предшественника."
"4083","кардинальные изменения в жизни","387","Один или несколько персонажей в этом сериале переживают событие, которое заставляет их кардинально и навсегда изменить свой образ жизни. Это изменение может быть добровольным или против воли персонажа. Некоторые примеры: несчастный случай, обретение сверхспособностей или просто выпускной."
"1298","рисование","36","Искусство или техника изображения объекта или наброска фигуры, плана или эскиза с помощью линий."
"5883","сны","48","Наяву или во сне, разум может попасть в некоторые странные места, обычно вне контроля сновидца. Новые миры, странные существа, неосуществлённые фантазии — всё это там есть. Иногда сны человека могут быть захвачены, с катастрофическими последствиями для персонажа, а иногда и для реального мира."
"5335","сны и реальность","62","Этот жанр аниме обычно разворачивается как в мире, каким мы его знаем (реальность), так и в мире снов, мифологии или воображения. Иногда этот мир снов на самом деле реален, иногда нет. В других случаях то, что мы считаем реальным миром, является миром снов, и наоборот. Не всегда легко отличить их друг от друга, ни персонажам, ни зрителю. Что бы ни... [ещё]"
"4258","дрифт","15","Дрифт — это техника вождения, при которой водитель преднамеренно вызывает избыточную поворачиваемость, вызывая потерю сцепления задних колёс, сохраняя при этом контроль от входа до выхода из поворота."
"1393","сверло","30",""
"7323","дуэль","3",""
"5205","подземелье","153","Подземелье — это замкнутая среда в терминологии RPG. Подземелья обычно полны врагов и добычи, что соответствует предметам и деньгам, которые могут либо валяться вокруг, либо выпадать из убитых игроком врагов. Пещеры и руины являются одними из самых распространённых форм подземелий."
"8199","Нидерландско-японское совместное производство","1",""
"8120","динамический комикс","1",""
"4455","дисфункциональная семья","155","Когда нуклеарная семья (мать, отец и ребёнок(и)) взрывается из-за конфликтов между членами семьи, иногда приводя к распаду семьи или даже насилию."
"2882","дистопия","172","Дистопия — это в литературе часто футуристическое общество, которое деградировало до репрессивного и контролируемого состояния, часто под видом утопии."
"2630","Земля","4347","Земля — третья планета от Солнца. Это шар горячей грязи, но на поверхности достаточно холодно, поэтому большинство из нас живёт на ней (или должно жить). Для её обитателей наша планета — их дом, поэтому, как вид, мы дорожим ею до такой степени, что многие культуры даже сегодня обожествляют её. Земля — главное место действия большинства произведений, но многие названия разворачиваются в других местах, например, в несвязанных фэнтезийных мирах... [ещё]"
"2924","землетрясение","59","*грохот грохот грохот грохот* Сдвиг земной коры, обычно приводящий к широкомасштабным разрушениям."
"6400","остров Пасхи","4","Остров Пасхи — чилийский остров в юго-восточной части Тихого океана, в самой юго-восточной точке Полинезийского треугольника. Остров Пасхи знаменит своими 887 сохранившимися монументальными статуями, называемыми моаи, созданными ранним народом Рапа-Нуи."
"7231","Восточная Россия","11","Восточная Россия / Северная Азия состоит из российских регионов Сибири, Урала и Дальнего Востока — области к востоку от Уральских гор. Регион иногда также называют Азиатской Россией (в отличие от меньшей, но более густонаселённой европейской части России к западу)."
"3435","поедание людей","151","Поедание людей, также называемое людоедством, — это практика некоторых видов охотиться на людей ради пропитания. Примеры возможных охотников могут включать земных животных, инопланетные виды, зомби или другую нежить и так далее. Поедание людей не следует путать с человеческим каннибализмом; первое — это о том, как другие виды едят людей, а второе — о том, как люди едят себе подобных."
"4386","поедание покки","35","Покки — название известной японской закуски, состоящей из палочки-печенья, покрытой шоколадом."
"904","эксцентричный","37","Потому что нормальные люди — это неинтересно."
"2856","этти","1902","Этти, или etchi (エッチ), — распространённое японское слово, означающее «неприличный», «пошлый», «резвый» или «сексуальный»; его использование можно сравнить с английским словом «naughty». Среди западных фанатов аниме этот термин используется, когда неявный сексуальный контент, такой как откровенная одежда или нагота, является заметным. В японском языке, однако, это общий термин для всего, что так или иначе сексуально по своей природе, мягкого или иного."
"2875","экология","78","Природа и экология — центральная тема этого аниме."
"4642","экономика","51","Экономика — это общественная наука, изучающая экономическую деятельность для понимания процессов, управляющих производством, распределением и потреблением товаров и услуг в экономике."
"6075","образовательный","137","Весь сериал (по крайней мере, его большая часть) сосредоточен на определённом предмете. Информация подаётся аудитории в возвышенной манере. Большую часть времени можно увидеть написанный на экране комментарий рассказчика (или переводчика), например, биологический образец, лекарство, процесс и т.д. Иногда в конце каждой заключительной песни серии представлен 20-секундный образовательный клип."
"3867","разные ED","220","Несколько ED-последовательностей в этом аниме имеют либо другую песню, либо другую анимацию, возможно, даже до такой степени, что для каждой серии есть уникальный ED."
"7081","Египет","9","Египет, официально Арабская Республика Египет, — трансконтинентальная страна, охватывающая северо-восточный угол Африки и юго-западный угол Азии сухопутным мостом, образованным Синайским полуостровом. Египет — средиземноморская страна, граничащая с сектором Газа и Израилем на северо-востоке, заливом Акаба на востоке, Красным морем на востоке и юге, Суданом на юге и Ливией на западе."
"5405","египетская мифология","11","Аниме содержит элементы египетской мифологии, включая египетских богов, мумий, сфинксов, путешествия по пирамиде старого фараона или подобные вещи."
"1063","начальная школа","187","Термин «начальная школа» используется в некоторых странах для обозначения школ, где дети примерно с пятилетнего возраста получают начальное образование."
"1609","эльф","193","Эльф, в общем описании, почти божественные существа, с заострёнными ушами и бессмертной жизнью. Это мудрые существа, которые занимают царства и врата между человечеством и богами."
"3159","эмоции пробуждают сверхспособности","230","Во время крайнего эмоционального состояния — ярости, любви, ненависти, тоски, печали, сострадания — что-то внутри персонажа «щёлкнет», что значительно увеличит его/её силу, или просыпается новая сверхспособность, превосходящая всё, чего он/она достиг(ла) до этого момента."
"5814","бесконечные битвы","5","Битвы или матчи турнира, которые длятся намного дольше, чем нужно (по сравнению с другими жанрами) — возможно, даже охватывая несколько серий. Между сценами действия вставляются фоновые сцены, болезненно удлиняя время экрана ещё больше. Длинный список персонажей (главных, второстепенных, даже массовки) наблюдает за событиями, выражая своё мнение о развитии матча, пытаясь... [ещё]"
