"id","name","animeCount","description","name_id"
"1759","беззаботный","25","Беззаботный человек свободен от забот, тревог или волнений. Это не обязательно означает, что у него нет обязанностей или он халатно к ним относится; он просто способен проживать свою жизнь в спокойствии, независимо от происходящего.","carefree"
"3339","охота на демонов","25","В этом аниме демонов выслеживают и, вероятно, убивают.","demon hunt"
"3146","развод","25","Родители, изображённые в этом аниме, развелись, что обычно расстраивает жизнь их детей.","divorce"
"3263","мода","25","Мода — это популярное эстетическое выражение в определённое время и в определённом контексте, особенно в одежде, обуви, образе жизни, аксессуарах, макияже, причёске и пропорциях тела.","fashion"
"3135","комплекс героя","25","Комплекс героя — это состояние ума, при котором индивид считает, что ему необходимо спасать или помогать другим, поддерживать мораль, вершить правосудие или совершать другие подобные, предположительно героические поступки, часто любой ценой. Он может чувствовать личную ответственность за любой провал в этих самостоятельно назначенных обязанностях. Его главная забота — совершение своих предположительно героических деяний; любые вопросы, которые могут возникнуть у других по поводу таких действий, являются в лучшем случае второстепенными.","hero complex"
"3192","секретная база","25","Кто-то хочет быть скрытным, когда планирует захватить мир...","hidden base"
"5003","империализм","25","Империализм — это тип поддержки империи. Его название происходит от латинского слова «imperium», что означает править на больших территориях. Империализм — это «политика расширения власти и влияния страны через колонизацию, использование военной силы или другие средства».","imperialism"
"3326","очень высокие прыжки","25","Персонаж может прыгать неестественно высоко.","jumping very high"
"7398","освобождение рабов","25","Освобождение рабов — это освобождение людей от состояния рабства. Способы, которыми это может произойти, включают историческое движение аболиционизма, спасение людей от рабства силой, решение освободить собственных рабов или даже восстания рабов. Освобождение рабов часто является деликатным, сложным процессом, который должен решать такие вопросы, как то, как новоосвобождённые рабы будут жить с этого момента.","liberation of slaves"
"7600","макрофилия","25","Макрофилия — это увлечение или сексуальная фантазия, включающая гигантов или, чаще, гигантесс (женщин-гигантов). Обычно это мужская фантазия, в которой мужчина играет «меньшую» роль и входит, подчиняется или съедается более крупной женщиной. Другие формы включают партнёров, у которых от природы есть значительная разница в размерах.","macrophilia"
"2689","1920-е годы","24","В 1920-е годы у нас были гангстеры, мафия, сухой закон и запрет на азартные игры. В то время правили Корлеоне.","1920s"
"4462","босиком","24","Этот персонаж, кажется, никогда не носит обуви — возможно, боец, который предпочитает оставаться в тесном контакте с землёй, или девушка из деревни, теперь живущая в городе. Увы, в более тяжёлых обстоятельствах это также может быть признаком настоящей бедности.","barefoot"
"4477","общение с мёртвыми","24","Этот персонаж способен на какое-либо общение с мёртвыми или по крайней мере с одним умершим человеком. Это включает разговоры с мёртвыми, видение мёртвых, откровенную медиумичность или любую однонаправленную или двунаправленную форму общения, которую обычные персонажи обычно не могут достичь. Это не применяется в средах, где персонажи должны быть мёртвыми или где никто изначально не жив.","communication with the dead"
"3611","империя зла","24","","evil empire"
"3664","футуристический мотоцикл","24","","futuristic motorcycle"
"5911","Гонконг","24","Гонконг, официально Специальный административный район Гонконг Китайской Народной Республики, — автономная территория на восточной стороне устья реки Чжуцзян в Восточной Азии, к югу от материковой китайской провинции Гуандун и к востоку от специального административного района Макао. Гонконг — четвёртый по плотности населения регион в мире.","Hong Kong"
"2047","человек-оружие","24","Этот тег применяется к оружию, которое может принимать человекообразную форму (Bleach и Soul Eater), искусственно созданным человекоподобным сущностям (Ангелоиды из Sora no Oto, Драгуны из ScrappedPrincess) и модифицированным людям (Чизе из Saikano, Сайко Юки из Silent Möbius).","human weapon"
"4296","болезнь","24","Это может быть опасным для жизни, изнурительным или просто раздражающим, но у одного персонажа в этом аниме есть болезнь, которая влияет не только на него, но и на окружающих. Друзьям и семье может потребоваться помогать персонажу выполнять повседневные действия или ухаживать за ним круглосуточно. Иногда персонаж выздоравливает, иногда нет. Отношение персонажа к своей болезни может быть настойчивым... [ещё]","illness"
"178","безумный","24","Безумие, сумасшествие или помешательство — это спектр поведения, характеризующийся определёнными аномальными психическими или поведенческими моделями. Безумие может проявляться как нарушения социальных норм, включая ситуацию, когда человек становится опасным для себя или других.","insane"
"3650","совместная жизнь с богом","24","Божественный сосед по комнате","living together with god"
"215","одинокий","24","Одиночество — неприятное чувство, при котором человек испытывает сильное чувство пустоты и уединения в результате недостаточного уровня социальных отношений. Однако это субъективный опыт. Одиночество также описывалось как социальная боль — психологический механизм, предназначенный для предупреждения человека об изоляции и мотивации его/её к поиску социальных связей. (Источник: Википедия)","lonely"
"4761","любовное письмо","24","Один из персонажей в аниме получает любовное письмо, обычно спрятанное в их школьном ящике для обуви. Или в других случаях девушка может прямо отдать любовное письмо мальчику, которого любит. Сюжетный приём для развития отношений между персонажами, также может использоваться как комедийный элемент, создающий неловкие ситуации.","love letter"
"5010","манхва","24","Корейский эквивалент японской манги (имеет вид манги, но читается как западный комикс). См. также манга и маньхуа.","manhwa"
"6115","омимай","24","Посещение больного человека (в больнице или дома). Главный герой или любой другой персонаж простудился, поэтому его друзья идут навестить его. В школьной обстановке это используется как сюжетный приём, позволяющий одноклассникам проявить свою заботу, а также уместный повод пропустить школу.","omimai"
"3432","пацифизм","24","Вера и следование принципам, утверждающим, что любой конфликт имеет мирное решение без применения насилия.","pacifism"
"3648","человек из прошлого","24","Возможно, с помощью стазиса или криогенной камеры, человек из прошлого пробудится в будущем настоящем.","person from the past"
"5876","кусание","23","Некоторым людям, кажется, нравится кусать других, особенно когда они раздражены. Это также может быть механизмом агрессии или самообороны. В аниме это часто приводит к тому, что рты становятся непропорционально большими, способными укусить чужую голову, обычно для комического эффекта.","biting"
"2664","католическая школа","23","Действие этого аниме происходит в школе, управляемой монахинями и/или священниками Римской церкви. Религиозное обучение может быть неотъемлемой частью сюжета. Религиозные иконы — особенно кресты и распятия — обычно заметны.","catholic school"
"2973","милый монстр","23","Милый монстр относится к животным-солдатам.","cute monster"
"7990","шпионаж","23","","espionage"
"1065","разноглазие","23","Гетерохромия радужки — это медицинское состояние, при котором у человека есть по крайней мере один глаз с более чем одним цветом или два глаза совершенно разных цветов.","heterochromatic eyes"
"4281","игры разума","23","Акт или серия актов расчётливой психологической манипуляции, особенно чтобы запутать или запугать.","mind games"
"4952","национализм","23","","nationalism"
"2886","Новый год","23","В Японии традиционно празднуют новый год в синтоистском святилище (хацумодэ). Главные герои пожертвуют немного денег, позвонят в колокол на конце толстой верёвки, а затем помолятся об удаче. Обычно это сопровождается обжорством во многих временных ларьках с едой, игрой в различные игры и гаданием на бумажках с предсказаниями. Женские персонажи в аниме обычно наряжаются... [подробнее]","New Year`s Day"
"2668","школа для мальчиков","22","Частная школа, в которой учатся только ученики мужского пола (могут включать или не включать учителей и другой школьный персонал).","all-boys school"
"2666","художественная школа","22","Обучение искусству играет важную роль в этом аниме. Художественная школа — это общий термин для любого образовательного учреждения, основное внимание в котором уделяется изобразительному искусству, особенно иллюстрации, живописи, фотографии, скульптуре и графическому дизайну. Этот термин применяется к учреждениям с программами начального, среднего, послесреднего или бакалавриата, а также магистратуры или аспирантуры в этих областях. T... [далее]","art school"
"5505","бог из машины","22","Когда история была закручена так дико, а сюжет заведён так глубоко, когда все ресурсы исчерпаны и линейная истина так гордо стоит в конце дороги, готовая привести бесконечное приключение к эпическому заключению... Сценаристы бьют вас по заднице и говорят: «К чёрту!! Внезапно... НЛО!!! Нет, погоди, Оборотни-НЛО!!! Бьюсь об заклад, вы этого не ожидали!»","deus ex machina"
"4207","додзинси","22","Термин используется для обозначения любительских самоизданных работ, включая, но не ограничиваясь, мангой, новеллами, фан-гайдами, сборниками иллюстраций, музыкой и видеоиграми. Некоторые профессиональные художники участвуют в этом как способ публикации материалов вне обычной издательской индустрии.","doujin"
"5786","эротическая асфиксия","22","Эротическая асфиксия, также называемая игрой с контролем дыхания, — это намеренное ограничение поступления кислорода в мозг для сексуального возбуждения.","erotic asphyxiation"
"5874","оружие бесполезно","22","Огнестрельное оружие примерно так же эффективно, как кидание салфеток, в то время как только мужественные вещи вроде мечей, копий и голых кулаков вообще хоть на что-то годны.","guns are useless"
"2302","полезный","22","Этот персонаж полезен для достижения цели или выполнения задачи.","helpful"
"5111","Хиросима","22","Префектура Хиросима — префектура Японии, расположенная в регионе Тюгоку на острове Хонсю. Столица — город Хиросима.","Hiroshima"
"7935","собрание исторических персонажей","22","","Historical characters assemble"
"6010","роботы-заменители людей","22","В обычно научно-фантастическом сеттинге роботы, или, вполне вероятно, именно андроиды, занимают место людей. Примеры: люди стали бесплодными, и андроиды теперь занимают место детей. Или это может быть более зловещим подрывом человеческого общества искусственным интеллектом.","human-replacement robots"
"3328","меланхоличный","22","Меланхоличный человек — это тот, кто наполнен или охвачен великой печалью или депрессией, особенно задумчивого или интроспективного характера.","melancholic"
"3837","передача воспоминаний","22","","memory transfer"
"3007","монологи","22","В этом шоу заметное количество экранного времени, в течение которого персонажи разговаривают сами с собой. Обычно это способ показать зрителям, о чём думают персонажи. При чрезмерном использовании это может быть признаком плохого повествования, но при умелом исполнении это может быть отличным комедийным топливом.","monologues"
"3572","биопанк","21","Истории в жанре биопанк исследуют борьбу отдельных лиц или групп, часто являющихся результатом экспериментов над людьми, на фоне тоталитарных правительств или мегакорпораций, которые злоупотребляют биотехнологиями как средством социального контроля или капиталистического вымогательства. В отличие от киберпанка, биопанк сосредоточен не на информационных технологиях, а на синтетической биологии.","biopunk"
"2420","загадочный","21","Загадочная личность — это человек с таинственным характером, который трудно понять и/или который не поддаётся описанию.","enigmatic"
"7842","вымышленная религия","21","","fictional religion"
"2743","фута x мужчина","21","Девушка-фута, занимающаяся сексом с парнем.","futa x male"
"5091","Индия","21","Индия, официально Республика Индия, — страна в Южной Азии. Это седьмая по площади страна, вторая по численности населения страна и самая густонаселённая демократия в мире. Она ограничена Индийским океаном на юге, Аравийским морем на юго-западе и Бенгальским заливом на юго-востоке. Она разделяет сухопутные границы с Пакистаном на западе; Китаем, Непалом и Бутаном на севере... [ещё]","India"
"5988","жизнь с злодеем","21","И герой, и злодей имеют свои секретные личности. Они живут по соседству, ходят в одну школу, работают в одном месте или даже являются лучшими друзьями. Но они и не подозревают, что в другой части своей жизни они являются злейшими врагами. И всё же они просто не узнают друг друга, когда не в своих костюмах.","living with the villain"
"4555","будь мужиком, чёрт возьми!","21","В этом аниме есть мужской персонаж, который в целом не очень мужественный. Большую часть времени он начинается как ваш типичный ученик старшей школы. Со временем в его жизни происходят серьёзные изменения, добавляющие несколько характеристик к его личности. Обычно они складываются в нечто крайне жалкое, и персонаж становится довольно раздражающим. Это сопровождается желанием зрителей, чтобы он взял себя в руки и... [ещё]","man the hell up!"
"363","крюк для ноздрей","21","","nostril hook"
"4677","Олимпийские игры","21","Современные Олимпийские игры или Олимпиада — ведущее международное спортивное событие, включающее летние и зимние спортивные соревнования, в которых тысячи спортсменов со всего мира участвуют в различных состязаниях, с участием более 200 команд, представляющих суверенные государства и территории. Олимпийские игры обычно проводятся каждые четыре года; с 1994 года они чередуют... [подробнее]","Olympics"
"1679","онмё:до:","21","Оммё:до: — традиционная японская эзотерическая космология, смешивающая естественные науки и оккультизм. Практикующий онммё:до: называется онмё:дзи.","onmyoudou"
"7399","отказ от оргазма","21","Отказ от оргазма — сексуальная практика или сексуальная игра, при которой человек удерживается в повышенном состоянии сексуального возбуждения в течение длительного периода времени без оргазма.","orgasm denial"
"2091","дирижабль","20","Дирижабль или управляемый аэростат — это тип аэростата или летательного аппарата легче воздуха, который может перемещаться по воздуху с помощью собственной двигательной установки. Аэростаты получают подъёмную силу от больших газовых мешков, заполненных подъёмным газом, который менее плотен, чем окружающий воздух.","blimp"
"5871","дыхание в космосе","20","Оказались в космосе без кислородного баллона? Не проблема! Дышать в вакууме космоса так же легко, как и на Земле, особенно если вы супергерой или каким-то образом способны покинуть атмосферу самостоятельно.","breathing in space"
"3874","мосточки","20","Термин и английское прозвище, описывающее привлекательных девушек, которые управляют различными функциями на мостике корабля/звёздолёта. Хотя он возник в отношении персонажей из ""Макросса"", среди японских фанатов он не используется.","bridge bunnies"
"2814","Канада","20","Канада — страна, расположенная в северной части Северной Америки. Её десять провинций и три территории простираются от Атлантического океана до Тихого и на север до Северного Ледовитого океана. Канада слабо заселена, большая часть её территории покрыта лесами, тундрой и Скалистыми горами. Её столица — Оттава, а три крупнейшие городские агломерации — Торонто, Монреаль и Ванкувер.","Canada"
"2917","шахматы","20","Шахматы — игра для двух игроков. Она играется на квадратной доске, состоящей из 64 меньших квадратов, с восемью квадратами на каждой стороне. Каждый игрок начинает с шестнадцати фигур (восемь пешек, по два коня, слона и ладьи, и один король и ферзь). Фигуры одного игрока светлого цвета, он называется «белыми», а фигуры другого игрока тёмного цвета, он называется «чёрными».","chess"
"3368","тайные операции","20","","covert operations"
"389","плакса","20","Тот, чьи чувства очень легко задеть, часто по пустякам.","crybaby"
"1869","дух-фамилиар","20","Дух-фамилиар — это дух, обычно в форме животного, которого призывает маг, обычно для выполнения различных рутинных задач. В колдовстве типичный фамилиар принимает форму чёрной кошки, отсюда и суеверие, что чёрная кошка — к несчастью.","familiar spirit"
"3018","вид от первого лица","20","События в этом аниме показаны с точки зрения одного или нескольких персонажей, как если бы вы смотрели сцены их глазами.","first person view"
"4151","немецкий суплекс","20","Борцовский приём, обычно используемый в комедийной манере одним из более уникальных персонажей сериала. Этот приём обычно сигнализирует о сильном и скоординированном человеке (который может быть или не быть борцом). Часто этот приём будет применяться к одному и тому же человеку снова и снова как часть повторяющейся шутки.","German suplex"
"2762","гольф","20","Гольф — игра, в которую играют на открытом поле, где игрок ударяет по маленькому мячу специально подготовленной клюшкой, чтобы загнать его в лунку примерно такого же размера. Со стороны это может показаться очень скучным и бессмысленным видом игры.","golf"
"2780","непрямой поцелуй","20","Комедийный элемент: Особенно в школьной обстановке персонаж, который влюбился в однокурсника, но ещё не признался в своей любви, будет отчаянно нуждаться в любом знаке «близости». Непрямой поцелуй: всё, к чему прикасается губами обожаемый человек — например, использованный стакан лимонада, какая-то надкушенная еда, полупустая банка газировки — влюблённый захочет коснуться своими собственными губами.","indirect kiss"
"3379","убийство преступников","20","","killing criminals"
"1286","маньяк","20","Мания величия — это психопатологическое состояние, характеризующееся бредовыми фантазиями о власти, значимости и всемогуществе, а также завышенной самооценкой.","megalomaniac"
"1590","мотоциклист","20","Человек, который умеет ездить на мотоцикле и делает это на регулярной основе.","motorcyclist"
"4363","оригинал на английском","20","Аниме изначально выпускалось с полностью или почти полностью англоязычным актёрским составом озвучивания.","original in English"
"7317","на борту корабля","19","Действие происходит на борту судна, которое плавает по поверхности моря, реки или подобного водоёма.","aboard ship"
"6358","краудфандинг","19","Это аниме было профинансировано, по крайней мере частично, через кампанию на краудфандинговом веб-сайте.","crowdfunded"
"2761","вышибалы","19","Вышибалы — это любая из разновидностей игр, в которых игроки пытаются попасть мячом в игроков противоположной команды, избегая при этом попадания самим. Не пытайтесь повторить это дома, дети.","dodgeball"
"3834","неминуемая смерть -- ДЛЯ РАЗДЕЛЕНИЯ И УДАЛЕНИЯ","19","По крайней мере, один персонаж в этом шоу скоро или с большой вероятностью умрёт из-за неизлечимой болезни, катастрофы, такой как война, эпидемии (включая зомби-апокалипсис), или по другой угрожающей жизни причине. Пожалуйста, присвойте соответствующие теги катастрофы аниме, тег неизлечимой болезни соответствующим персонажам и любые другие соответствующие или необходимые теги на замену соответствующим... [ещё]","impending death -- TO BE SPLIT AND DELETED"
"5162","межпространственное путешествие","19","Межпространственное путешествие — это способность перемещаться между измерениями. Это часто также объясняется как перемещение между измерениями пространства. Обладатели этой способности обычно называются слайдерами.","inter-dimensional travel"
"8191","Kinder TV","19","Kinder TV — детский программный блок, который транслировался на TV Tokyo с 2 октября 2016 года по 1 апреля 2022 года.","Kinder TV"
"4626","месть природы","19","Человечество продолжает загрязнять и опустошать землю. До тех пор, пока в какой-то момент (обычно в будущем) природа «не выдерживает» и находит способ противодействовать этой ужасной ситуации. Это очищение Земли может вполне уничтожить человечество.","nature strikes back"
"3342","нацисты","19","","Nazis"
"2995","проникновение в сосок","19","","nipple penetration"
"3592","имеет смысл только со знанием оригинала","19","","only makes sense with original work knowledge"
"7469","книжка с картинками","19","Книжка с картинками — это книга, чаще всего предназначенная для маленьких детей, которая сочетает визуальное и словесное повествование. При повествовании, рассказанном в основном через текст, они отличаются от комиксов, которые делают это в основном через последовательные изображения.","picture book"
"5804","пейлдрайвер","19","Как вы можете видеть, рубашки персонажей были разорваны во время драки, так как они ранее боролись. Кажется, они много борются в шоу, и большую часть времени вы просто видите, как они неправильно делают удушающий приём и дают друг другу пейлдрайверы.","piledriver"
"5872","невезение","18","Судьба вас ненавидит. Вашу сестру убивают, ваша девушка бросает вас после того, как её покалечили в теракте, и в конце концов вы оказываетесь разносчиком пиццы. И как только вы подумали, что хуже уже не будет, становится ещё хуже.","bad luck"
"3375","сел-шейдинг анимация","18","Сел-шейдинг (часто ошибочно пишется как 'cell shading') или тунинг — это тип нефотореалистичного рендеринга, предназначенный для того, чтобы трёхмерная компьютерная графика выглядела плоской. Сел-шейдинг часто используется для имитации стиля комикса или мультфильма. Он появился сравнительно недавно, примерно с начала XXI века. Название происходит от целлулоида, прозрачных листов ацетата... [далее]","cel-shaded animation"
"7251","кок-ринг","18","Кок-ринг — это кольцо, надеваемое на пенис, обычно у основания. Основная цель ношения кок-ринга — ограничить отток крови из эрегированного пениса, чтобы получить более сильную эрекцию или поддерживать эрекцию в течение более длительного периода времени. Генитальные украшения — ещё одна цель, как и изменение положения гениталий для улучшения внешнего вида.","cockring"
"2913","обмен спермой","18","Делиться — значит заботиться!","cum swapping"
"7644","мир богов","18","","gods world"
"7089","Камакура","18","","Kamakura"
"3908","подушка на коленях","18","Как знак близости обычно мужскому персонажу предлагается отдохнуть его уставшей голове на коленях женщины.","lap pillow"
"1730","мобильный телефон","18","Персонаж часто или всегда использует мобильный телефон.","mobile phone"
"6849","клонирование организмов","18","Клонирование организмов, также называемое репродуктивным клонированием, — это создание организма, генетически идентичного другому. Хотя это естественное явление для многих видов, этот тег конкретно об искусственном клонировании организмов, как в случае с овцой Долли. Клонирование многоклеточных организмов и особенно людей остаётся как научным рубежом, так и весьма спорной темой, особенно в отношении её этики.","organism cloning"
"5030","договор","18","Договор, от латинского pactum («нечто согласованное»), — формальное соглашение. В рамках аниме как медиума это обычно подразумевает некую жертву с чьей-либо стороны в обмен на силу.","pact"
"7131","Crunchyroll Anime Awards","17","Crunchyroll Anime Awards — это ежегодные награды, присуждаемые в знак признания аниме за предыдущий год. Награды впервые были вручены в январе 2017 года. Жюри составляет короткий список в разных категориях, и онлайн-голосование за победителей проводится среди публики.","Crunchyroll Anime Awards"
"3647","кардинальные изменения в сиквеле","17","Это аниме сильно отличается по жанру и/или общему настроению от своего предшественника.","drastic change in sequel"
"3161","эндзё-косай","17","«Эндзё-косай» означает «платные свидания» и представляет собой практику, зародившуюся в Японии, когда пожилые мужчины дарят деньги и/или роскошные подарки привлекательным женщинам за их компанию и, возможно, сексуальные услуги. Участницы — от школьниц до замужних женщин. Распространённым заблуждением является то, что «эндзё-косай» «всегда» предполагает какую-либо форму сексуальной активности.","enjo-kousai"
"4543","даже девушки хотят её","17","Женский персонаж представлен настолько уникально и потрясающе, что даже некоторые (или все) другие женские персонажи не прочь сделать её своей подругой (с бонусами).","even the girls want her"
"6332","голод","17","Широко распространённый дефицит продовольствия, вызванный различными факторами, включая неурожай, дисбаланс населения и/или политику правительства.","famine"
"2767","автогонки на формульных болидах","17","Автогонки на формульных болидах — это одна из форм автоспорта с открытыми колесами и одноместными автомобилями. Происхождение термина лежит в номенклатуре, принятой FIA для всех своих послевоенных регламентов для одноместных автомобилей, или формул. Наиболее известными из этих формул являются Формула-1, Формула-2 и Формула-3.","formula racing"
"8192","поза Gainax","17","","Gainax pose"
"1074","катание на коньках","17","","ice skating"
"4811","интернет","17","Это не большой грузовик. Это серия трубок.","internet"
"3183","некрофилия","17","Сексуальные сношения с трупами или влечение к ним.","necrophilia"
"7633","петплей","17","Петплей — форма БДСМ, в которой подчинённый партнёр подражает животному, а доминирующий играет его владельца. Распространённым выбором является имитация собаки, когда подчиненный носит ошейник и мало или совсем не носит одежду, в то время как доминирующий ведёт его на четвереньках.","petplay"
"6415","3D CG заставка","16","Закрывающая заставка выполнена в 3D CG анимации.","3D CG closing"
"7330","адаптировано в мангу","16","Это аниме является новым оригинальным произведением и было адаптировано в мангу. В чрезвычайно редких случаях конкретный эпизод нового оригинального аниме также может быть адаптирован.","adapted into manga"
"6328","биологическая война","16","Биологическая война — это использование боевых биологических агентов (бактерий, вирусов, грибков, протистов, монад и т.д.) для нанесения вреда людям и/или другим целям в военном конфликте.","biological warfare"
"6408","боулинг","16","Боулинг относится к серии видов спорта или досуга, в которых игрок катит или бросает шар для боулинга в цель.","bowling"
